-0.0774,-0.0802,-0.0728,-0.0643,-0.0607,-0.0614,-0.0603,-0.0538,-0.0507,-0.0468,-0.0481,-0.0473,-0.0452,-0.0383,-0.0297,-0.0257,-0.0178,-0.01,-0.013
-0.0759,-0.0746,-0.0709,-0.0611,-0.0624,-0.0659,-0.065,-0.0581,-0.0523,-0.0485,-0.0466,-0.0438,-0.0396,-0.0299,-0.0203,-0.0217,-0.0118,-0.0083,-0.007
-0.0856,-0.0839,-0.0834,-0.0755,-0.0676,-0.0691,-0.0663,-0.0596,-0.0526,-0.0482,-0.0453,-0.0413,-0.0344,-0.0244,-0.0131,-0.0052,0.0027,0.0037,0.005
-0.142,-0.1268,-0.1168,-0.093,-0.0772,-0.0743,-0.0669,-0.0597,-0.052,-0.0447,-0.0399,-0.0335,-0.0256,-0.0145,-0.0043,0.0154,0.0354,0.05,0.06
-0.157,-0.1375,-0.1175,-0.0975,-0.0785,-0.0777,-0.0687,-0.0604,-0.0521,-0.0445,-0.0383,-0.0317,-0.0224,-0.011,0.0006,0.0196,0.0395,0.059,0.079
-0.1585,-0.14,-0.121,-0.102,-0.0813,-0.0787,-0.069,-0.0604,-0.0514,-0.0444,-0.0382,-0.0305,-0.0214,-0.0094,0.0015,0.0221,0.0411,0.06,0.08
-0.152,-0.135,-0.117,-0.099,-0.0816,-0.0779,-0.069,-0.06,-0.0513,-0.0441,-0.0382,-0.0309,-0.02,-0.0083,0.0031,0.0207,0.0381,0.055,0.0725
-0.1315,-0.11,-0.1035,-0.0915,-0.0761,-0.0768,-0.0703,-0.0614,-0.0526,-0.0455,-0.0395,-0.0329,-0.021,-0.0097,0.001,0.0164,0.028,0.034,0.056
-0.124,-0.104,-0.0835,-0.0805,-0.0646,-0.0654,-0.0645,-0.0597,-0.0512,-0.0444,-0.04,-0.0373,-0.029,-0.0199,-0.0016,0.0043,0.0074,0.028,0.0478
-0.1038,-0.0922,-0.0735,-0.068,-0.0539,-0.0597,-0.0617,-0.0586,-0.0524,-0.048,-0.0448,-0.0408,-0.033,-0.0251,-0.0176,-0.0039,0.0016,0.02,0.032
-0.06,-0.0297,-0.0185,-0.01,-0.0051,-0.0283,-0.0424,-0.0477,-0.0476,-0.0496,-0.0512,-0.0516,-0.0506,-0.0439,-0.0369,-0.0327,-0.0244,-0.0132,0.0178
-0.0536,-0.027,-0.0008,0.0117,0.009,0.0054,-0.0154,-0.0312,-0.0432,-0.0518,-0.0596,-0.064,-0.0676,-0.0652,-0.0654,-0.068,-0.052,-0.0297,0.0035
-0.0435,-0.0257,0.024,0.0338,0.0175,-0.0001,-0.0133,-0.0249,-0.0389,-0.0474,-0.0551,-0.0595,-0.0642,-0.0716,-0.0805,-0.097,-0.0872,-0.0373,-0.0199
-0.0318,-0.0204,0.0138,0.0372,0.025,0.0173,0.0065,-0.0028,-0.0128,-0.0237,-0.0485,-0.062,-0.0692,-0.0772,-0.0859,-0.0987,-0.0747,-0.0407,-0.0297
-0.049,-0.0342,-0.0158,0.0082,0.0101,0.0054,-0.0013,-0.0073,-0.0092,-0.0176,-0.0261,-0.0395,-0.0533,-0.0653,-0.075,-0.0727,-0.0489,-0.0297,-0.0153
-0.0537,-0.0478,-0.0085,-0.0106,-0.0167,-0.0191,-0.0248,-0.0248,-0.0169,-0.0213,-0.0185,-0.0262,-0.0376,-0.0462,-0.0491,-0.0556,-0.0574,-0.0184,-0.0122
-0.0335,-0.03,0.0008,-0.0147,-0.0257,-0.0294,-0.0368,-0.0366,-0.0255,-0.0185,-0.0107,-0.0077,-0.0127,-0.0206,-0.0221,-0.0336,-0.049,-0.0185,-0.0147
0.0228,0.0258,0.0138,0.003,-0.0055,-0.012,-0.0195,-0.0242,-0.0191,-0.0054,-0.0024,0.0104,0.0118,0.0055,0.001,-0.0074,-0.0187,-0.0302,-0.0275
0.0212,0.025,0.0204,0.0156,0.0098,0.0073,0.0039,0.0005,-0.0013,-0.0072,-0.0066,-0.01,-0.0107,-0.0116,-0.0125,-0.0183,-0.0236,-0.0279,-0.0244
0.0098,0.0086,0.0077,0.0023,-0.0027,-0.0035,-0.0048,-0.0001,0,-0.0015,-0.0033,-0.0038,-0.0045,-0.0049,-0.0048,-0.01,-0.0148,-0.0161,-0.0172
