-0.0006
-0.0006
-0.0006
0.0424
-0.0075
-0.0214
-0.0744
-0.0997
-0.0726
-0.0621
0.0184
0.158
-0.0671
-0.304
0.437
0.159
0.525
-0.111
0.0895
0.0559
